district_name,area_key,area_label,goal_count,action_count,metric_count,action_dollars,externalizable_dollars,movement_points,movement_improving,movement_flat,movement_worsening,movement_negative_share,pace_metrics,pace_positive,pace_negative,pace_negative_share,top_action_1,top_action_1_dollars,top_action_2,top_action_2_dollars,metric_example_1,metric_example_1_status,metric_example_1_diff
Saddleback Valley Unified School District,special_education_inclusion,Special Education & Inclusion,0,8,1,428214.0,299749.8,8,8,0,0,0.0,0,0,0,0.0,"Robust Professional
Development:
Special Education
Coach",181131.0,"Targeted Program:
Integrated
Professional
Development for
SAI/SPED",84770.0,"Pupils prepared for
college by the EAP
(ELA/Math
CAASPP/Smarter
Balanced Score of 3 or
higher)
Data source:
College/Career
Measures Report & Data
LCFF Priority 8:
Outcomes in a Broad
Course of Study",,2023-24 Difference
Rowland Unified School District,special_education_inclusion,Special Education & Inclusion,0,4,6,278626.0,249763.4,24,16,4,4,0.1667,0,0,0,0.0,"Comprehensive and
Inclusive Support for
Students with
Disabilities",223626.0,"Inclusive Pathways to
College and Career
Readiness for
Students with
Disabilities",50000.0,"3rd Grade Smarter
Balanced Summative
Assessment
English Language Arts
(ELA)
Distance from Standard
(DFS)
Includes results from
both Smarter Balanced
ELA Summative
Assessment and
CA Alternate
Assessment
(CAA) in Grade 3",,Grade 3 English
Huntington Beach City School District,data_technology,Data Systems & Instructional Technology,0,2,0,328319.0,280399.3,0,0,0,0,0.0,0,0,0,0.0,"Supplemental
Technology Software
Programs",306765.0,Technology Support,21554.0,,,
Los Alamitos Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,4,5,359273.0,128843.8,18,2,0,16,0.8889,1,1,0,0.0,Attendance,1000.0,"Healthy and Drug
Free Learning
Environment",3000.0,Chronic Absenteeism,,Decrease of 2%
Los Alamitos Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,3,2,149548.0,90628.8,1,0,0,1,1.0,1,1,0,0.0,Student Engagement,136348.0,"Instructional Support
Services",10200.0,Dropout Rate,at_or_above_target,Increase of 1.63%
Fountain Valley School District,family_community_engagement,Family & Community Engagement,1,4,3,263852.0,165802.8,1,1,0,0,0.0,1,1,0,0.0,"Parent Education and
Training to parents of
students from special
populations",13000.0,"Use of technology
solutions, social
media venues and
newsletter for
outreach to families",80224.0,"Parent Engagement
Activities/Events
(including parent-teacher
organization events,
student performances,
site-level committees,
district-level committees,
parent trainings, etc.)",,
Los Alamitos Unified School District,family_community_engagement,Family & Community Engagement,0,6,1,222906.0,154710.4,2,2,0,0,0.0,0,0,0,0.0,Parent Engagement,1000.0,Student Engagement,136348.0,Parent Engagement,,Decrease of 13
Garden Grove Unified School District,math_proficiency,Math Proficiency,1,1,9,116574.0,81601.8,20,9,0,11,0.55,0,0,0,0.0,"Professional
Development
Focused on Scaffolds
and Strategies
specific to English
Language Arts and
Mathematics",116574.0,,0.0,"How well students at
Hare High School are
meeting grade-level
standards on the MATH
assessment (CAASPP)
as measured by ""points
from standard"".
Source: CA Schools
Dashboard",,All: -30.7
Tustin Unified School District,data_technology,Data Systems & Instructional Technology,0,2,0,150000.0,82500.0,0,0,0,0,0.0,0,0,0,0.0,"Increased Access to
School Library and
Texts",150000.0,"Increase Opportunity
and Access for
Students with
Disabilities",0.0,,,
Savanna Elementary School District,family_community_engagement,Family & Community Engagement,1,4,7,125257.0,60440.4,19,10,3,6,0.3158,5,5,0,0.0,"Parental and
Community
Communication",34000.0,"Parent Input
Opportunities",0.0,"CA School
Parent/Student/Staff
Surveys",at_or_above_target,Parents = -8%
Cypress School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,1,35866.0,32279.4,4,0,0,4,1.0,0,0,0,0.0,Attendance,26100.0,Attendance,8641.0,"Chronic absenteeism
rates
(Priority 5)",,4.1% districtwide.
Savanna Elementary School District,data_technology,Data Systems & Instructional Technology,0,2,0,77223.0,56056.1,0,0,0,0,0.0,0,0,0,0.0,Technology,10000.0,Title II Support,67223.0,,,
Garden Grove Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,2,3,50000.0,31500.0,7,6,0,1,0.1429,0,0,0,0.0,CREDIT RECOVERY,46000.0,"STUDENT
TRACKER",4000.0,"Dropout Rate*
(Middle School)
District Overall
Source: CALPADS",,-.008
Lowell Joint School District,special_education_inclusion,Special Education & Inclusion,0,3,0,15000.0,10500.0,0,0,0,0,0.0,0,0,0,0.0,Family Engagement,15000.0,Targeted Intervention,0.0,,,
Savanna Elementary School District,ela_proficiency,ELA Proficiency & Literacy,1,1,6,40000.0,8000.0,14,8,3,3,0.2143,3,3,0,0.0,"Community Resource
Officer",40000.0,,0.0,"iReady Mid-Year Data
Percentage of students
who are at or above the
standard on the mid-year
iReady assessment for
English Language Arts.
Percentage of students
who are at or above the
standard on the mid-year
iReady assessment for
Mathematics.",on_track,All Students = -2%
Centralia Elementary School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,1,1,2000.0,1400.0,2,2,0,0,0.0,1,1,0,0.0,3.6 Second Step,2000.0,,0.0,"Safety and School
Connectedness (Pupils)
Local Survey
Enter information in
this box when
completing the LCAP
for 2024-25 or when
adding a new metric.",at_or_above_target,89% to 90% of
Buena Park Elementary School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,,0.0,,0.0,"Middle School Dropout
rates
CALPADs",,
Huntington Beach City School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,1,0,1,0,0.0,0,0,0,0.0,,0.0,,0.0,"Middle School Dropout
Rate- District & School
source: CalPads Fall 1 -
Report 8.1c",,No difference at 0
Ocean View School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,2,0,1,1,0.5,1,1,0,0.0,,0.0,,0.0,"Middle School Dropout
Rate
Source: Local Indicator
Aeries",at_or_above_target,"May 16, 2025"
Savanna Elementary School District,math_proficiency,Math Proficiency,0,0,6,0.0,0.0,19,14,1,4,0.2105,4,4,0,0.0,,0.0,,0.0,"iReady Mid-Year Data
Percentage of students
who are at or above the
standard on the mid-year
iReady assessment for
English Language Arts.
Percentage of students
who are at or above the
standard on the mid-year
iReady assessment for
Mathematics.",on_track,All Students = -2%
Westminster School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,1,0,1,0,0.0,0,0,0,0.0,,0.0,,0.0,*8th Grade Dropout Rate,,0
