district_name,area_key,area_label,goal_count,action_count,metric_count,action_dollars,externalizable_dollars,movement_points,movement_improving,movement_flat,movement_worsening,movement_negative_share,pace_metrics,pace_positive,pace_negative,pace_negative_share,top_action_1,top_action_1_dollars,top_action_2,top_action_2_dollars,metric_example_1,metric_example_1_status,metric_example_1_diff
Lakeside Joint School District,family_community_engagement,Family & Community Engagement,1,7,10,18500.0,5700.0,9,8,1,0,0.0,2,2,0,0.0,"""Home to School Communication"" team to promote school-family
partnerships with Low Income, Foster Youth, and English Language
Learner families. There is no additional funding for this goal as it is part of
the District's existing funding.",0.0,"Provide reporting on
budget projections
and plans for
maintaining a
balanced budget",10000.0,LCAP Parent Survey,,
Campbell Union School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,1,0,5000.0,2750.0,0,0,0,0,0.0,0,0,0,0.0,"PBIS and SEL
Materials and
Supplies",5000.0,,0.0,,,
Los Gatos-Saratoga Union High School District,ela_proficiency,ELA Proficiency & Literacy,1,1,1,13500.0,2700.0,1,1,0,0,0.0,0,0,0,0.0,Grading Policies,13500.0,,0.0,"Parent and Family
Engagement: Building
Relationships
Source: California
School Dashboard,
Parent and Family
Engagement, Building
Relationships Between
School Staff and
Families, Reflection Tool
Rating Scale (1 -
Exploration and
Research Phase, 2 -
Beginning Development,
3 - Initial
Implementation, 4 - Full
Implementation, 5 - Full
Implementation and
Sustainability) average
(State Priority 3)",,Year 1
Campbell Union School District,english_learner_progress,English Learner Progress & Reclassification,0,1,1,600.0,240.0,0,0,0,0,0.0,0,0,0,0.0,"Field Trips and
Outdoor Experiences
for Students",600.0,,0.0,"Increase the
percentage of English
Language Learners
(ELs) making at least
one level of progress
on the English
Language Proficiency
Assessments for
California (ELPAC).",,
Berryessa Union Elementary School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,,0.0,,0.0,"Middle School Dropout
Rate",,
Franklin-McKinley Elementary School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,,0.0,,0.0,"Student Engagement:
Priority 5.C
Middle school dropout
rates
Data Source: CALPADS",,
Campbell Union School District,special_education_inclusion,Special Education & Inclusion,0,0,2,0.0,0.0,0,0,0,0,0.0,1,0,1,1.0,,0.0,,0.0,"Decrease the overall
Chronic Absenteeism
rate by 0.5% annually.
Reduce the Chronic
Absenteeism for ELs,
SWDs, and SED
Students by at least
1.3% annually.",moving_away,
Campbell Union School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,0,2,0.0,0.0,0,0,0,0,0.0,1,0,1,1.0,,0.0,,0.0,"Decrease the overall
Chronic Absenteeism
rate by 0.5% annually.
Reduce the Chronic
Absenteeism for ELs,
SWDs, and SED
Students by at least
1.3% annually.",moving_away,
Cupertino Union Elementary School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,,0.0,,0.0,"Middle School Dropout
Rate: Number of
Students Who Drop Out
of School",,
Evergreen Elementary School District Board of Trustees,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,1,0,1,0,0.0,1,1,0,0.0,,0.0,,0.0,"Priority 5.C: Pupil
Engagement
(Engagement)
Number of middle school
dropouts as of May 30th",at_or_above_target,0%
Lakeside Joint School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,0,2,0.0,0.0,2,1,1,0,0.0,1,1,0,0.0,,0.0,,0.0,"Provide recommended
instructional time for
protected literacy and
numeracy blocks of
instruction daily in grade
first through fifth grade.
Number of minutes",,"No Difference, 90-"
Lakeside Joint School District,math_proficiency,Math Proficiency,0,0,3,0.0,0.0,2,1,1,0,0.0,0,0,0,0.0,,0.0,,0.0,"Provide recommended
instructional time for
protected literacy and
numeracy blocks of
instruction daily in grade
first through fifth grade.
Number of minutes",,"No Difference, 90-"
Lakeside Joint School District,ela_proficiency,ELA Proficiency & Literacy,0,0,3,0.0,0.0,3,2,1,0,0.0,0,0,0,0.0,,0.0,,0.0,"English Learners will, be
reclassified RFEP as
measured by the annual
ELPAC assessment,
and/or the Benchmark
Advanced ELA
assessments, and/or the
Writing By Design",,was 37.5% in
Lakeside Joint School District,data_technology,Data Systems & Instructional Technology,0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,,0.0,,0.0,"assessments, and/or any
other appropriate
progress monitoring
assessments.",,
Lakeside Joint School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,0,2,0.0,0.0,3,1,0,2,0.6667,1,1,0,0.0,,0.0,,0.0,Chronic Absenteeism,on_track,2.7% over 2023-
Loma Prieta Joint Union School District,english_learner_progress,English Learner Progress & Reclassification,1,0,2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,,0.0,,0.0,"English Learners access
to common core state
standards: percentage of
RFEP students who
met/exceed ELA on
SBAC",,
Loma Prieta Joint Union School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,1,2,0.0,0.0,0,0,0,0,0.0,1,0,1,1.0,Attendance Intiatives,0.0,,0.0,"Middle school dropout
rates",moving_away,
Loma Prieta Joint Union School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,1,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,Loma Family System,0.0,,0.0,,,
Los Gatos-Saratoga Union High School District,math_proficiency,Math Proficiency,0,0,2,0.0,0.0,17,10,0,7,0.4118,2,2,0,0.0,,0.0,,0.0,"Percentage of students
meeting or exceeding
standard in Mathematics
on the Smarter Balanced
Summative Assessment
Source: California
Department of
Education, Test Results
for California's
Assessments (caaspp-
elpac.ets.org)
(Required Metric, State
Priority 4)",on_track,Year 1
Los Gatos-Saratoga Union High School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,0,2,0.0,0.0,18,8,0,10,0.5556,1,0,1,1.0,,0.0,,0.0,"Chronic Absenteeism
Source: DataQuest,
Absenteeism Data
report, Chronic
Absenteeism
(Required Metric, State
Priority 5)",off_track,Year 1
Mountain View Whisman School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,1,0,0,1,1.0,1,1,0,0.0,,0.0,,0.0,"State Priority 5
Middle School Dropout
Rate",at_or_above_target,2024-25: 0
Orchard School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,2,0,1,1,0.5,1,1,0,0.0,,0.0,,0.0,"Middle school dropout
rate",at_or_above_target,No difference in
Palo Alto Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,4,0.0,0.0,4,0,1,3,0.75,2,0,2,1.0,,0.0,,0.0,"P4.D Percentage of all
students in the combined
four- and five-year
cohort graduation rate
who met UC/CSU (a-g)
requirements and
completed at least one
CTE Pathway
Source: Dashboard
UC/CSU & CTE",moving_away,-1.9%
Saratoga Union School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,1,0,1,0,0.0,0,0,0,0.0,,0.0,,0.0,"Priority 5: School
Engagement
Middle school dropout
rates
Source: Local data",,0%
Union Elementary School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,0,1,0.0,0.0,1,0,1,0,0.0,1,1,0,0.0,,0.0,,0.0,"Middle School Dropout
Rates",at_or_above_target,0%
